105年02月01日大盤統計資訊
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%)
="042260",統一AY,"588,000",7,"238,160",0.42,0.42,0.39,0.39,－,0.07,0.40,20,0.41,20,37.00
="042261",統一AZ,"373,000",9,"126,370",0.32,0.37,0.32,0.34,－,0.01,0.35,10,0.36,15,38.40
="042262",統一BA,"5,000",1,"7,100",1.42,1.42,1.42,1.42,＋,0.06,1.41,10,1.42,5,77.70
="042263",群益DU,"483,000",15,"409,390",0.94,0.94,0.81,0.82,－,0.17,0.82,25,0.83,10,25.46
="042264",群益DV,"136,000",5,"141,960",1.04,1.06,1.04,1.04,－,0.05,1.06,25,1.08,10,12.90
="042265",群益DW,0,0,0,--,--,--,--,,0.00,1.13,25,1.14,10,56.50
="042266",群益DX,"18,000",2,"15,640",0.88,0.88,0.86,0.86,－,0.10,0.85,25,0.86,10,39.50
="042267",群益DY,"76,000",1,"76,760",1.01,1.01,1.01,1.01,＋,0.05,0.95,25,0.96,10,55.50
="042268",群益DZ,0,0,0,--,--,--,--,,0.00,0.80,25,0.81,10,55.50
="042269",群益EA,"5,000",1,"2,350",0.47,0.47,0.47,0.47,X,0.00,0.47,25,0.48,10,38.40
="042270",群益EB,"119,000",1,"45,220",0.38,0.38,0.38,0.38,－,0.04,0.39,25,0.40,10,37.00
="042271",群益EC,0,0,0,--,--,--,--,,0.00,1.11,25,1.12,10,155.50
="042272",群益ED,"4,000",1,"9,040",2.26,2.26,2.26,2.26,－,0.04,2.18,25,2.19,10,359.00
="042273",日盛9X,0,0,0,--,--,--,--,,0.00,1.59,25,1.60,25,77.70
="042274",凱基36,"100,000",1,"61,000",0.61,0.61,0.61,0.61,＋,0.03,0.60,30,0.61,30,55.40
="042275",凱基37,0,0,0,--,--,--,--,,0.00,0.64,30,0.65,30,66.00
="042276",凱基38,"1,242,000",37,"891,350",0.76,0.76,0.69,0.69,－,0.09,0.68,30,0.77,30,30.35
="042277",凱基39,"89,000",6,"104,870",1.25,1.25,1.10,1.10,－,0.11,1.09,30,1.12,30,424.50
="042278",凱基40,"315,000",10,"306,870",1.00,1.00,0.94,0.94,－,0.09,0.94,30,0.95,30,18.70
="042279",凱基41,"124,000",2,"165,720",1.33,1.34,1.33,1.34,－,0.04,1.32,30,1.33,30,64.20
="042280",凱基43,"320,000",11,"306,500",0.98,0.98,0.93,0.94,－,0.04,0.92,30,0.93,30,11.95
="042281",凱基44,"234,000",11,"249,980",1.07,1.11,1.02,1.09,＋,0.02,1.11,30,1.12,30,21.95
="042282",凱基45,"130,000",5,"143,100",1.12,1.12,1.08,1.11,－,0.02,1.06,30,1.07,30,63.10
="042283",凱基46,"170,000",10,"213,970",1.30,1.31,1.19,1.19,－,0.02,1.17,30,1.18,30,67.80
="042284",5N元大,"2,200,000",19,"1,573,400",0.75,0.75,0.68,0.68,－,0.16,0.67,136,0.68,100,210.00
="042285",5P元大,"311,000",8,"209,630",0.67,0.70,0.67,0.67,－,0.01,0.66,100,0.67,11,33.30
="042286",5Q元大,"1,292,000",20,"1,327,820",1.04,1.04,1.01,1.04,＋,0.07,1.04,96,1.05,10,144.00
="042287",5S元大,"1,312,000",19,"1,428,240",1.02,1.14,1.02,1.06,＋,0.04,1.07,107,1.08,100,184.50
="042288",5T元大,"93,000",1,"79,050",0.85,0.85,0.85,0.85,－,0.01,0.88,100,0.89,100,27.25
="042289",5V元大,"25,000",3,"27,800",1.20,1.20,1.05,1.05,－,0.15,1.05,17,1.07,10,"2,350.00"
="042290",5Z元大,"308,000",6,"419,240",1.38,1.38,1.33,1.35,＋,0.02,1.38,100,1.40,102,77.70
="042291",6A元大,"17,000",2,"32,860",1.98,1.98,1.90,1.90,－,0.08,1.85,100,1.89,100,135.50
="042292",6B元大,"30,000",3,"90,400",3.05,3.05,2.97,2.97,－,0.35,2.87,100,3.05,10,"2,350.00"
="042293",6C元大,"468,000",11,"376,150",0.85,0.85,0.75,0.75,－,0.08,0.74,100,0.75,90,64.30
="042294",永豐BL,"123,000",2,"77,770",0.63,0.64,0.63,0.64,－,0.01,0.58,10,0.59,10,138.00
="042295",永豐BM,0,0,0,--,--,--,--,,0.00,1.28,10,1.29,10,0.00
="042296",永豐BN,"30,000",2,"50,100",1.70,1.70,1.64,1.64,－,0.15,1.74,10,1.75,10,59.55
="042297",永豐BP,"20,000",2,"14,300",0.71,0.72,0.71,0.72,－,0.10,0.71,10,0.73,10,0.00
="042298",永豐BQ,"634,000",29,"798,830",1.30,1.30,1.20,1.22,－,0.10,1.21,10,1.22,10,252.00
="042299",永豐BR,"12,000",3,"6,910",0.58,0.58,0.53,0.53,－,0.12,0.53,10,0.54,10,25.46
="042300",永豐BS,0,0,0,--,--,--,--,,0.00,0.49,10,0.50,10,19.26
="042301",永豐BT,"56,000",3,"54,070",1.01,1.02,0.96,0.96,－,0.08,0.96,10,0.97,10,55.50
="042302",永豐BU,"218,000",11,"176,430",0.81,0.82,0.80,0.80,－,0.16,0.78,10,0.79,10,32.80
="042303",永豐BV,"100,000",1,"78,000",0.78,0.78,0.78,0.78,－,0.04,0.73,10,0.74,10,63.10
="042304",康和CX,"176,000",6,"160,300",0.93,0.93,0.90,0.90,－,0.09,0.87,10,0.88,10,18.70
="042305",康和CY,"10,000",1,"4,400",0.44,0.44,0.44,0.44,－,0.02,0.42,20,0.43,10,316.00
="042306",國票KU,"418,000",7,"407,460",1.01,1.01,0.96,0.96,－,0.02,0.99,998,1.00,110,0.00
="042307",國票KV,"10,000",1,"6,800",0.68,0.68,0.68,0.68,－,0.02,0.67,998,0.68,40,11.35
="042308",5W元富,"16,000",5,"25,970",1.52,1.63,1.52,1.63,＋,0.06,1.63,15,1.64,25,77.70
="042309",5X元富,"138,000",4,"160,180",1.16,1.17,1.16,1.17,＋,0.02,1.16,25,1.17,25,53.70
="042310",5Y元富,"571,000",28,"878,360",1.48,1.59,1.48,1.58,＋,0.11,1.59,50,1.62,25,14.00
="042311",5Z元富,"100,000",2,"127,000",1.27,1.27,1.27,1.27,－,0.02,1.28,50,1.29,25,11.35
="042312",6A元富,"608,000",11,"331,700",0.53,0.55,0.53,0.55,－,0.03,0.55,25,0.56,25,10.90
="042313",6D元富,"6,000",1,"4,560",0.76,0.76,0.76,0.76,－,0.01,0.71,25,0.72,25,64.30
="042314",6E元富,"285,000",9,"351,110",1.24,1.24,1.12,1.13,－,0.13,1.12,25,1.13,25,252.00
="042315",6F元富,"1,415,000",32,"1,616,250",1.19,1.19,1.06,1.09,－,0.11,1.08,25,1.09,25,252.00
="042316",6G元富,"35,000",7,"30,270",0.92,0.92,0.80,0.80,－,0.14,0.80,25,0.81,25,24.52
="042317",玉山E7,"499,000",2,"691,650",1.41,1.41,1.35,1.35,＋,0.04,1.25,10,1.26,10,0.00
="042318",FF國泰,"110,000",2,"118,000",1.08,1.08,1.00,1.00,X,0.00,1.02,30,1.03,30,31.85
="042319",FG國泰,"669,000",20,"504,710",0.80,0.80,0.73,0.74,－,0.06,0.74,499,0.75,100,63.10
="042320",86富邦,"79,000",7,"68,250",0.85,0.88,0.84,0.88,＋,0.04,0.86,10,0.87,10,79.50
="042321",統一BC,"822,000",16,"615,120",0.80,0.80,0.71,0.71,－,0.15,0.71,20,0.72,20,25.46
="042322",統一BD,"566,000",17,"435,100",0.80,0.80,0.74,0.74,－,0.02,0.74,10,0.75,10,55.50
="042323",日盛9Y,0,0,0,--,--,--,--,,0.00,0.72,499,0.73,92,39.50
="042324",日盛9Z,"55,000",4,"64,150",1.23,1.23,1.16,1.16,－,0.05,1.16,25,1.17,25,55.50
="042325",日盛A1,"332,000",9,"359,180",1.04,1.09,1.04,1.05,＋,0.04,1.02,25,1.03,25,23.50
="042326",凱基54,"1,550,000",14,"867,520",0.54,0.58,0.53,0.53,－,0.08,0.55,30,0.56,30,37.00
="042327",凱基55,"215,000",4,"95,520",0.44,0.46,0.44,0.46,－,0.05,0.45,30,0.46,30,37.00
="042328",凱基56,"853,000",21,"690,300",0.79,0.85,0.78,0.81,－,0.09,0.81,30,0.83,30,15.85
="042329",凱基57,"536,000",15,"684,280",1.30,1.32,1.22,1.32,－,0.01,1.31,30,1.32,30,27.25
="042330",凱基58,"1,381,000",56,"1,069,730",0.73,0.81,0.72,0.81,＋,0.08,0.80,30,0.81,30,17.80
="042331",凱基59,"5,240,000",78,"4,294,290",0.80,0.87,0.75,0.84,,0.00,0.83,30,0.84,30,38.40
="042332",凱基61,"3,086,000",59,"4,948,250",1.63,1.68,1.52,1.55,－,0.19,1.53,30,1.54,30,252.00
="042333",凱基63,"500,000",11,"1,127,440",2.37,2.37,2.14,2.16,－,0.31,2.12,30,2.14,30,252.00
="042334",凱基64,"395,000",10,"381,430",1.02,1.02,0.89,0.91,－,0.19,0.91,65,0.93,30,210.00
="042335",群益EI,"10,000",1,"25,200",2.52,2.52,2.52,2.52,－,0.05,2.52,25,2.53,10,59.55
="042336",群益EJ,"20,000",2,"19,400",0.97,0.97,0.97,0.97,－,0.01,0.94,25,0.95,10,19.05
="042337",群益EK,"46,000",1,"57,040",1.24,1.24,1.24,1.24,－,0.03,1.14,25,1.15,10,76.50
="042338",群益EL,"1,202,000",35,"805,360",0.64,0.72,0.61,0.69,,0.00,0.69,25,0.70,10,38.40
="042339",群益EM,0,0,0,--,--,--,--,,0.00,0.63,25,0.65,10,10.90
="042340",群益EN,0,0,0,--,--,--,--,,0.00,2.12,25,2.16,10,18.70
="042341",群益EP,"20,000",1,"20,000",1.00,1.00,1.00,1.00,－,0.06,1.03,25,1.04,10,118.50
="042342",群益EQ,"190,000",6,"247,720",1.28,1.32,1.27,1.31,,0.00,1.30,25,1.31,10,64.70
="042343",群益ES,"745,000",14,"923,790",1.26,1.27,1.15,1.15,－,0.22,1.15,25,1.20,10,210.00
="042344",群益EU,"150,000",6,"263,420",1.77,1.77,1.64,1.64,－,0.18,1.63,25,1.64,10,252.00
="042345",群益EW,"164,000",4,"145,220",0.89,0.89,0.87,0.87,－,0.06,0.86,25,0.87,10,17.30
="042346",群益EY,0,0,0,--,--,--,--,,0.00,2.26,25,2.27,10,77.70
="042347",永昌H9,0,0,0,--,--,--,--,,0.00,1.96,10,1.97,10,0.00
="042348",永昌J1,"132,000",5,"348,000",2.90,2.90,2.47,2.47,－,0.35,2.38,10,2.40,10,0.00
="042349",永昌J2,"10,000",1,"11,900",1.19,1.19,1.19,1.19,－,0.11,1.20,10,1.23,10,0.00
="042350",永昌J3,0,0,0,--,--,--,--,,0.00,1.03,10,1.05,10,0.00
="042351",永昌J4,"300,000",1,"246,000",0.82,0.82,0.82,0.82,＋,0.01,0.81,10,0.83,10,0.00
="042352",永昌J5,0,0,0,--,--,--,--,,0.00,2.27,10,2.30,10,0.00
="042353",6M元富,"242,000",6,"264,620",1.10,1.11,1.07,1.11,－,0.11,1.17,25,1.18,25,27.25
="042354",6N元富,0,0,0,--,--,--,--,,0.00,1.09,25,1.10,26,76.20
="042355",6P元富,"60,000",3,"114,880",1.91,1.97,1.91,1.97,＋,0.06,1.98,25,2.01,25,8.72
="042356",6Q元富,0,0,0,--,--,--,--,,0.00,1.01,25,1.02,25,22.10
="042357",6R元富,"912,000",17,"1,208,830",1.30,1.35,1.29,1.31,＋,0.01,1.30,32,1.33,25,350.00
="042358",6S元富,"246,000",4,"264,060",1.11,1.11,1.05,1.07,－,0.06,1.07,25,1.08,25,71.00
="042359",6T元富,"1,066,000",11,"855,640",0.79,0.84,0.79,0.84,＋,0.02,0.84,25,0.85,25,23.00
="042360",6U元富,"40,000",1,"30,000",0.75,0.75,0.75,0.75,,0.00,0.77,50,0.78,25,79.50
="042361",6V元富,"323,000",11,"811,930",2.46,2.56,2.45,2.51,＋,0.06,2.50,25,2.54,25,79.50
="042362",6W元富,"309,000",12,"385,280",1.26,1.28,1.20,1.20,－,0.07,1.20,25,1.21,25,27.50
="042363",6X元富,"825,000",28,"682,390",0.79,0.87,0.79,0.81,＋,0.02,0.80,25,0.81,25,33.30
="042364",6Y元富,"154,000",5,"146,040",0.91,0.98,0.91,0.96,－,0.02,0.97,50,0.98,25,15.85
="042365",6Z元富,"10,000",1,"3,400",0.34,0.34,0.34,0.34,－,0.03,0.34,25,0.35,25,37.00
="042366",6N元大,"214,000",6,"204,100",0.95,0.99,0.95,0.99,,0.00,0.97,100,0.99,80,11.35
="042367",6P元大,"50,000",3,"91,280",1.84,1.84,1.82,1.84,－,0.04,1.82,100,1.89,10,128.00
="042368",6Q元大,"152,000",9,"328,460",2.20,2.34,2.13,2.13,－,0.04,2.16,100,2.23,10,128.00
="042369",6R元大,"1,398,000",25,"1,945,390",1.41,1.45,1.30,1.34,－,0.16,1.29,100,1.30,100,252.00
="042370",6S元大,"20,000",1,"14,200",0.71,0.71,0.71,0.71,,0.00,0.71,80,0.73,100,10.90
="042371",6T元大,"388,000",7,"518,150",1.42,1.42,1.31,1.31,－,0.23,1.28,200,1.30,100,210.00
="042372",6U元大,"2,546,000",46,"1,539,820",0.57,0.64,0.54,0.62,＋,0.01,0.62,95,0.63,100,38.40
="042373",6V元大,0,0,0,--,--,--,--,,0.00,1.35,100,1.36,100,19.00
="042374",6W元大,"115,000",7,"110,400",0.94,0.97,0.94,0.94,－,0.06,0.95,100,0.96,100,52.20
="042375",6Y元大,0,0,0,--,--,--,--,,0.00,0.68,121,0.77,10,24.52
="042376",6Z元大,"657,000",27,"492,090",0.78,0.78,0.72,0.73,－,0.04,0.72,110,0.73,100,103.50
="042377",7B元大,"1,128,000",37,"1,025,200",1.00,1.00,0.87,0.88,－,0.12,0.87,20,0.88,100,210.00
="042378",7C元大,"2,878,000",59,"5,385,220",1.89,1.94,1.75,1.81,－,0.16,1.79,100,1.80,100,252.00
="042379",7D元大,"217,000",5,"250,710",1.12,1.17,1.12,1.13,＋,0.02,1.09,10,1.13,50,23.50
="042380",7E元大,"1,109,000",38,"1,361,150",1.06,1.31,1.06,1.24,＋,0.17,1.25,100,1.26,100,74.20
="042381",7F元大,"820,000",7,"1,592,800",1.94,1.99,1.89,1.94,＋,0.07,1.89,15,2.01,4,79.50
="042382",LQ中信,"575,000",9,"391,600",0.75,0.75,0.66,0.66,－,0.19,0.65,30,0.68,30,210.00
="042383",LR中信,"44,000",5,"87,380",1.98,2.05,1.88,1.90,－,0.22,1.85,30,1.87,10,252.00
="042384",LS中信,"602,000",9,"293,920",0.47,0.54,0.46,0.54,＋,0.02,0.52,30,0.53,30,38.40
="042385",LT中信,"390,000",21,"589,870",1.60,1.60,1.42,1.45,－,0.23,1.48,10,1.50,30,37.00
="042386",大展K7,"415,000",5,"407,900",1.06,1.06,0.97,0.98,－,0.22,0.93,10,0.95,10,210.00
="042387",大展K8,"84,000",1,"99,960",1.19,1.19,1.19,1.19,X,0.00,1.13,10,1.14,10,9.62
="042388",大展K9,"241,000",9,"325,520",1.40,1.40,1.30,1.32,－,0.15,1.28,10,1.30,10,252.00
="042389",大展L1,0,0,0,--,--,--,--,,0.00,1.33,10,1.35,10,252.00
="042390",永豐CA,"1,309,000",22,"1,403,460",1.13,1.13,1.03,1.03,－,0.22,1.02,60,1.03,10,210.00
="042391",永豐CB,"787,000",17,"1,485,300",1.87,1.97,1.86,1.86,－,0.08,1.88,10,1.89,12,81.00
="042392",永豐CC,"62,000",6,"74,120",1.17,1.24,1.17,1.22,＋,0.06,1.21,10,1.22,7,79.50
="042393",永豐CD,"895,000",26,"1,242,690",1.16,1.48,1.16,1.40,＋,0.23,1.39,10,1.40,10,74.20
="042394",玉山E8,0,0,0,--,--,--,--,,0.00,1.36,13,1.38,13,0.00
="042395",FH國泰,"504,000",18,"991,800",1.97,2.00,1.95,2.00,＋,0.10,2.00,100,2.01,100,77.70
="042396",FI國泰,"531,000",7,"726,980",1.44,1.44,1.32,1.32,－,0.23,1.30,300,1.32,180,210.00
="042397",88富邦,"406,000",13,"347,960",0.86,0.91,0.84,0.87,＋,0.01,0.82,10,0.85,10,28.35
="042398",89富邦,"91,000",7,"84,130",0.93,0.97,0.87,0.88,－,0.03,0.87,50,0.88,39,252.00
="042399",90富邦,"311,000",5,"241,650",0.88,0.88,0.76,0.76,－,0.21,0.76,10,0.80,10,210.00
="042400",91富邦,"409,000",20,"578,120",1.45,1.52,1.34,1.34,－,0.31,1.30,10,1.36,10,210.00
="042401",92富邦,"61,000",9,"36,980",0.60,0.63,0.60,0.63,＋,0.03,0.60,50,0.61,50,20.09
="042402",統一BE,"1,199,000",26,"1,446,360",1.26,1.26,1.16,1.17,－,0.18,1.17,5,1.18,20,210.00
="042403",統一BF,"581,000",26,"458,140",0.71,0.83,0.71,0.80,＋,0.12,0.78,10,0.80,20,74.20
="042404",統一BG,"468,000",28,"709,470",1.55,1.59,1.46,1.50,－,0.09,1.46,10,1.48,10,252.00
="042405",統一BH,"210,000",5,"224,650",1.08,1.08,1.04,1.04,－,0.08,1.04,10,1.06,10,71.00
="042406",統一BJ,0,0,0,--,--,--,--,,0.00,1.54,10,1.57,10,77.70
="042407",統一BK,"246,000",4,"232,130",0.93,0.95,0.91,0.91,－,0.03,0.90,10,0.91,10,9.62
="042408",統一BL,"994,000",31,"933,800",0.94,1.02,0.91,0.98,－,0.01,0.98,10,0.99,10,15.95
="042409",群益FC,0,0,0,--,--,--,--,,0.00,1.52,25,1.56,10,144.00
="042410",群益FD,"1,000",1,"1,990",1.99,1.99,1.99,1.99,＋,0.03,1.93,25,1.96,10,81.00
="042411",群益FE,"100,000",1,"204,000",2.04,2.04,2.04,2.04,－,0.13,1.95,25,1.97,10,252.00
="042412",HD兆豐,"16,000",2,"12,160",0.76,0.76,0.76,0.76,X,0.00,0.75,10,0.76,10,64.70
="042413",HE兆豐,"25,000",3,"24,150",0.95,0.99,0.95,0.99,＋,0.03,0.94,10,0.95,10,42.45
="042414",HF兆豐,"6,000",5,"7,070",1.21,1.21,1.11,1.11,X,0.00,1.10,10,1.11,9,56.50
="042415",HG兆豐,"58,000",1,"80,040",1.38,1.38,1.38,1.38,X,0.00,1.40,10,1.41,10,70.20
="042416",HH兆豐,"35,000",3,"36,600",1.06,1.06,1.01,1.01,－,0.06,1.03,10,1.04,10,39.70
="042417",HJ兆豐,"513,000",24,"626,950",1.27,1.29,1.16,1.17,－,0.18,0.60,50,--,0,210.00
="042418",HK兆豐,"111,000",4,"110,820",1.00,1.00,0.97,0.97,－,0.09,0.94,10,0.95,10,252.00
="042419",HL兆豐,"180,000",6,"193,320",1.09,1.11,1.07,1.11,＋,0.04,1.09,10,1.10,10,14.00
="042420",HM兆豐,"20,000",2,"22,200",1.09,1.13,1.09,1.13,＋,0.01,1.09,10,1.10,10,42.00
="042421",HN兆豐,"79,000",9,"142,780",1.83,1.84,1.76,1.76,－,0.01,1.77,10,1.80,10,128.00
="042422",HP兆豐,"10,000",1,"13,800",1.38,1.38,1.38,1.38,＋,0.03,1.27,10,1.28,10,55.50
="042423",HQ兆豐,"271,000",9,"523,010",1.98,2.00,1.87,1.92,－,0.26,1.95,10,1.96,10,43.90
="042424",HW兆豐,"271,000",5,"671,210",2.42,2.51,2.42,2.48,＋,0.08,2.56,10,2.57,10,79.50
="042425",HX兆豐,"660,000",14,"463,260",0.72,0.73,0.67,0.69,－,0.05,0.73,10,0.74,10,10.80
="042426",HY兆豐,"611,000",17,"400,680",0.63,0.72,0.62,0.69,,0.00,0.71,10,0.72,10,38.40
="042427",HZ兆豐,"498,000",6,"327,130",0.67,0.67,0.64,0.66,,0.00,0.62,10,0.64,10,10.10
="042428",JA兆豐,"100,000",1,"82,000",0.82,0.82,0.82,0.82,X,0.00,0.78,10,0.79,10,71.00
="042429",JB兆豐,"44,000",3,"65,860",1.50,1.51,1.42,1.42,,0.00,1.55,10,1.56,10,77.70
="042430",JC兆豐,"255,000",5,"313,520",1.24,1.24,1.19,1.19,－,0.07,1.18,10,1.19,10,17.80
="042431",7D元富,"983,000",3,"813,680",0.90,0.90,0.81,0.81,－,0.17,0.80,25,0.81,20,210.00
="042432",7E元富,"198,000",2,"158,300",0.80,0.80,0.79,0.79,－,0.07,0.71,25,0.74,25,210.00
="042433",7F元富,"485,000",6,"722,010",1.57,1.57,1.42,1.45,－,0.17,1.44,25,1.45,25,252.00
="042434",7G元富,"1,663,000",32,"3,100,400",1.93,1.93,1.75,1.79,－,0.14,1.79,25,1.80,25,252.00
="042435",7H元富,0,0,0,--,--,--,--,,0.00,1.15,50,1.16,20,28.10
="042436",7J元富,"201,000",11,"499,150",2.51,2.60,2.46,2.60,－,0.11,2.58,25,2.60,20,81.00
="042437",7K元富,"155,000",3,"160,200",1.02,1.04,1.02,1.04,－,0.03,1.02,25,1.03,25,64.70
="042438",7L元富,"884,000",14,"515,160",0.59,0.61,0.58,0.61,－,0.02,0.63,25,0.64,25,38.40
="042439",7M元富,"668,000",16,"538,800",0.81,0.91,0.80,0.89,,0.00,0.87,25,0.88,25,38.40
="042440",LU中信,"183,000",8,"326,840",1.64,1.83,1.64,1.77,＋,0.21,1.80,10,1.82,10,74.20
="042441",永豐CH,"533,000",6,"493,740",0.92,0.94,0.92,0.92,＋,0.02,0.88,10,0.89,10,9.62
="042442",永豐CI,"410,000",5,"368,820",0.92,0.93,0.88,0.89,－,0.05,0.88,10,0.89,10,38.70
="042443",永豐CJ,"12,000",3,"23,280",1.96,1.96,1.92,1.96,＋,0.15,1.97,10,1.98,10,77.70
="042444",永豐CK,"278,000",12,"297,220",1.06,1.09,1.06,1.08,－,0.07,1.08,10,1.09,10,71.00
="042445",永豐CL,0,0,0,--,--,--,--,,0.00,1.98,10,2.02,10,175.00
="042446",永豐CM,"2,042,000",15,"1,625,000",0.80,0.81,0.77,0.77,－,0.04,0.78,10,0.79,10,19.05
="042447",永豐CN,"1,117,000",19,"1,145,640",1.06,1.06,0.99,1.00,＋,0.03,1.04,10,1.07,10,144.00
="042448",永豐CP,"173,000",8,"362,820",2.11,2.11,1.97,1.97,－,0.19,1.96,10,1.97,10,252.00
="042449",永豐CQ,"100,000",5,"104,700",1.08,1.08,1.03,1.04,－,0.07,1.03,10,1.05,10,64.30
="042450",永豐CR,"218,000",6,"234,620",1.07,1.10,1.04,1.04,＋,0.02,1.02,10,1.03,10,23.50
="042451",7N元大,"1,242,000",24,"943,870",0.78,0.78,0.71,0.74,－,0.07,0.74,100,0.75,100,37.00
="042452",7P元大,"289,000",7,"420,110",1.39,1.47,1.39,1.47,＋,0.03,1.40,100,1.41,100,55.50
="042453",7Q元大,"10,000",1,"12,800",1.28,1.28,1.28,1.28,＋,0.04,1.28,100,1.30,10,144.00
="042454",7R元大,0,0,0,--,--,--,--,,0.00,1.74,100,1.77,100,77.70
="042455",7S元大,"518,000",7,"1,117,960",1.95,2.19,1.95,2.11,＋,0.19,2.16,100,2.19,50,85.80
="042456",7T元大,"1,646,000",43,"1,549,440",0.89,0.98,0.85,0.95,＋,0.01,0.95,80,0.96,100,38.40
="042457",7W元大,"2,516,000",53,"3,096,100",1.15,1.27,1.15,1.22,＋,0.12,1.20,110,1.21,10,94.50
="042458",7X元大,"4,688,000",61,"6,857,900",1.46,1.50,1.43,1.43,－,0.01,1.40,103,1.42,100,182.00
="042459",7Y元大,"37,000",3,"50,950",1.40,1.40,1.35,1.35,－,0.15,1.30,100,1.32,100,210.00
="042460",8A元大,"238,000",12,"611,890",2.59,2.64,2.51,2.52,－,0.20,2.50,105,2.54,100,252.00
="042461",8B元大,"2,323,000",41,"5,019,920",2.19,2.27,2.07,2.07,－,0.19,2.07,100,2.09,100,252.00
="042462",凱基80,"98,000",5,"164,780",1.69,1.73,1.67,1.73,＋,0.04,1.67,30,1.69,30,81.00
="042463",凱基81,0,0,0,--,--,--,--,,0.00,1.17,30,1.19,30,77.70
="042464",凱基82,"708,000",11,"927,270",1.21,1.34,1.21,1.28,＋,0.09,1.30,30,1.32,30,85.80
="042465",凱基83,"125,000",2,"117,500",0.94,0.94,0.94,0.94,,0.00,0.94,30,0.96,30,166.00
="042466",凱基84,"592,000",9,"672,200",1.12,1.15,1.11,1.13,＋,0.04,1.12,45,1.16,30,79.50
="042467",凱基85,"143,000",5,"176,160",1.25,1.25,1.18,1.18,－,0.17,1.11,30,1.15,30,210.00
="042468",凱基86,"133,000",3,"142,780",1.08,1.08,1.06,1.06,－,0.12,0.96,30,1.00,30,210.00
="042469",凱基87,"167,000",12,"237,450",1.51,1.55,1.41,1.42,－,0.19,1.40,30,1.47,30,23.90
="042470",凱基88,"2,629,000",38,"2,433,970",0.93,0.95,0.88,0.94,＋,0.07,0.93,30,0.96,30,144.00
="042471",凱基89,0,0,0,--,--,--,--,,0.00,0.93,30,0.96,30,144.00
="042472",凱基90,"582,000",19,"1,236,420",2.10,2.15,2.04,2.13,＋,0.13,2.08,30,2.09,30,477.00
="042473",凱基91,"489,000",10,"842,480",1.68,1.74,1.68,1.71,＋,0.08,1.68,30,1.69,30,477.00
="042474",凱基92,"434,000",14,"894,740",2.02,2.11,2.02,2.06,＋,0.10,2.01,30,2.02,30,477.00
="042475",凱基93,"1,369,000",46,"2,285,550",1.50,1.82,1.46,1.74,＋,0.26,1.72,30,1.74,30,74.20
="042476",凱基94,"222,000",7,"218,460",1.00,1.00,0.96,0.98,＋,0.03,0.94,30,0.95,30,55.50
="042477",日盛A4,"239,000",16,"269,210",1.18,1.19,1.05,1.05,－,0.23,1.05,25,1.10,10,210.00
="042478",日盛A5,0,0,0,--,--,--,--,,0.00,1.17,25,1.18,25,17.27
="042479",FK國泰,"158,000",3,"322,500",2.09,2.09,1.95,1.95,X,0.00,1.95,270,1.98,100,43.90
="042480",FL國泰,"493,000",8,"884,980",1.86,1.86,1.71,1.71,－,0.14,1.72,290,1.74,100,252.00
="042481",FM國泰,"1,402,000",49,"2,429,090",1.78,1.81,1.63,1.65,－,0.30,1.63,130,1.65,100,210.00
="042482",FN國泰,"1,117,000",15,"592,530",0.49,0.56,0.49,0.54,－,0.01,0.53,100,0.54,100,38.40
="042483",FP國泰,"109,000",2,"105,250",0.97,0.97,0.96,0.96,－,0.18,0.93,480,0.94,100,32.80
="042484",FQ國泰,"23,000",2,"67,860",2.94,3.02,2.94,3.02,－,0.06,2.93,180,2.97,20,182.00
="042485",96富邦,0,0,0,--,--,--,--,,0.00,0.92,50,0.93,50,19.45
="042486",97富邦,"148,000",4,"103,680",0.72,0.72,0.67,0.70,－,0.01,0.69,50,0.70,50,38.70
="042487",98富邦,"368,000",11,"189,380",0.51,0.52,0.50,0.51,－,0.05,0.53,50,0.54,50,10.90
="042488",99富邦,"245,000",16,"160,960",0.68,0.68,0.62,0.68,－,0.04,0.69,50,0.70,50,27.25
="042489",A1富邦,"391,000",3,"199,410",0.51,0.51,0.51,0.51,－,0.03,0.50,10,0.51,10,19.05
="042490",A2富邦,0,0,0,--,--,--,--,,0.00,1.82,50,1.84,50,252.00
="042491",A3富邦,0,0,0,--,--,--,--,,0.00,0.45,10,0.46,10,9.43
="042492",A8富邦,"323,000",15,"402,840",1.31,1.31,1.20,1.20,－,0.25,1.18,1,1.22,10,210.00
="042493",永昌J6,"109,000",2,"165,480",1.51,1.52,1.51,1.52,－,0.02,1.46,10,1.49,10,0.00
="042494",永昌J7,"1,671,000",19,"2,754,580",1.66,1.66,1.58,1.58,＋,0.03,1.69,10,1.72,10,0.00
="042495",永昌J8,"506,000",10,"610,330",1.22,1.23,1.17,1.23,,0.00,1.21,10,1.22,10,0.00
="042496",永昌J9,"855,000",9,"1,001,820",1.18,1.19,1.13,1.13,－,0.08,1.15,10,1.16,10,0.00
="042497",永昌K1,"10,000",1,"22,000",2.20,2.20,2.20,2.20,,0.00,2.18,10,2.22,10,0.00
="042498",統一BN,"160,000",7,"283,100",1.83,1.83,1.75,1.77,－,0.05,1.71,10,1.74,10,252.00
